Name,Age,Team_x,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,wOBA,OAA,OFF,DEF,Qualified DH,Team_y,Run Differential,Team_Abbreviation
Ronald Acuna Jr.,24,ATL,NL,119,533,467,71,124,24,0,15,50,29,11,53,126,0.266,0.351,0.413,0.764,112,193,8,10,0,3,4,0.337693762,0.0,0.337693762,0.0,No,Atlanta Braves,180,ATL
Ehire Adrianza#,32,ATL,NL,6,16,13,3,2,1,0,0,0,0,0,3,3,0.154,0.313,0.231,0.543,55,3,0,0,0,0,0,0.264375,0.0,0.264375,0.0,No,Atlanta Braves,180,ATL
Ozzie Albies#,25,ATL,NL,64,269,247,36,61,16,0,8,35,3,5,16,47,0.247,0.294,0.409,0.703,93,101,0,2,0,4,0,0.306802974,0.0,0.306802974,0.0,No,Atlanta Braves,180,ATL
Orlando Arcia,27,ATL,NL,67,234,209,25,51,9,0,9,30,0,0,21,51,0.244,0.316,0.416,0.733,102,87,7,2,0,2,0,0.323205128,-3.0,0.323205128,-3.0,No,Atlanta Braves,180,ATL
Rylan Bannon,26,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Atlanta Braves,180,ATL
Robinson Cano*,39,ATL,NL,9,27,26,1,4,1,0,0,0,0,0,1,4,0.154,0.185,0.192,0.377,6,5,2,0,0,0,0,0.171481481,0.0,0.171481481,0.0,No,Atlanta Braves,180,ATL
William Contreras,24,ATL,NL,97,376,334,51,93,14,1,20,45,2,0,39,104,0.278,0.354,0.506,0.86,136,169,5,1,0,2,1,0.373226667,-3.0,0.373226667,-3.0,No,Atlanta Braves,180,ATL
Travis d'Arnaud,33,ATL,NL,107,426,396,61,106,25,1,18,60,0,0,19,90,0.268,0.319,0.472,0.791,117,187,12,11,0,0,0,0.345962441,-2.0,0.345962441,-2.0,No,Atlanta Braves,180,ATL
Travis Demeritte,27,ATL,NL,26,96,89,9,19,2,0,3,6,0,0,6,32,0.213,0.26,0.337,0.597,65,30,2,0,0,1,0,0.265,1.0,0.265,1.0,No,Atlanta Braves,180,ATL
Alex Dickerson*,32,ATL,NL,13,36,33,3,4,0,0,1,2,0,0,3,9,0.121,0.194,0.212,0.407,13,7,3,0,0,0,0,0.19,2.0,0.19,2.0,No,Atlanta Braves,180,ATL
Adam Duvall,33,ATL,NL,86,315,287,39,61,16,1,12,36,0,2,21,101,0.213,0.276,0.401,0.677,86,115,2,5,0,2,0,0.297492063,-3.0,0.297492063,-3.0,No,Atlanta Braves,180,ATL
Mike Ford*,29,ATL,NL,5,8,7,0,0,0,0,0,0,0,0,1,2,0.0,0.125,0.0,0.125,-61,0,0,0,0,0,0,0.08625,0.4,0.08625,0.4,No,Atlanta Braves,180,ATL
Phil Gosselin,33,ATL,NL,12,24,23,4,6,0,0,0,0,0,0,1,6,0.261,0.292,0.261,0.553,56,6,0,0,0,0,0,0.25125,-1.411764706,0.25125,-1.411764706,No,Atlanta Braves,180,ATL
Vaughn Grissom,21,ATL,NL,41,156,141,24,41,6,0,5,18,5,2,11,34,0.291,0.353,0.44,0.792,119,62,0,3,0,1,1,0.347612903,-2.0,0.347612903,-2.0,No,Atlanta Braves,180,ATL
Robbie Grossman#,32,ATL,NL,46,157,138,16,30,6,0,5,22,3,1,18,39,0.217,0.306,0.37,0.675,87,51,1,0,0,1,0,0.302229299,0.0,0.302229299,0.0,No,Atlanta Braves,180,ATL
Michael Harris II*,21,ATL,NL,114,441,414,75,123,27,3,19,64,20,2,21,107,0.297,0.339,0.514,0.853,133,213,7,5,1,0,0,0.370454545,-6.0,0.370454545,-6.0,No,Atlanta Braves,180,ATL
Guillermo Heredia,31,ATL,NL,74,82,76,12,12,3,1,3,8,0,0,6,32,0.158,0.22,0.342,0.562,53,26,1,0,0,0,0,0.247804878,-1.0,0.247804878,-1.0,No,Atlanta Braves,180,ATL
Matt Olson*,28,ATL,NL,162,699,616,86,148,44,0,34,103,0,0,75,170,0.24,0.325,0.477,0.802,120,294,13,4,0,4,6,0.346421356,-3.0,0.346421356,-3.0,No,Atlanta Braves,180,ATL
Marcell Ozuna,31,ATL,NL,124,507,470,56,106,19,0,23,56,2,1,31,122,0.226,0.274,0.413,0.687,88,194,12,2,0,4,0,0.300236686,5.0,0.300236686,5.0,Yes,Atlanta Braves,180,ATL
Manny Pina,35,ATL,NL,5,17,14,1,2,0,0,0,2,0,0,1,1,0.143,0.235,0.143,0.378,9,2,0,1,0,1,0,0.187647059,0.0,0.187647059,0.0,No,Atlanta Braves,180,ATL
Austin Riley,25,ATL,NL,159,693,615,90,168,39,2,38,93,2,0,57,168,0.273,0.349,0.528,0.878,140,325,13,17,0,4,1,0.379566474,4.0,0.379566474,4.0,No,Atlanta Braves,180,ATL
Eddie Rosario*,30,ATL,NL,80,270,250,27,53,12,1,5,24,3,0,17,68,0.212,0.259,0.328,0.587,62,82,3,0,0,3,0,0.260148148,2.0,0.260148148,2.0,No,Atlanta Braves,180,ATL
Jackson Stephens,28,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Atlanta Braves,180,ATL
Dansby Swanson,28,ATL,NL,162,696,640,99,177,32,1,25,96,18,7,49,182,0.277,0.329,0.447,0.776,114,286,12,3,0,4,0,0.34,-6.0,0.34,-6.0,No,Atlanta Braves,180,ATL
Chadwick Tromp,27,ATL,NL,1,4,4,0,3,2,0,0,3,0,0,0,0,0.75,0.75,1.25,2.0,444,5,0,0,0,0,0,0.8575,0.0,0.8575,0.0,No,Atlanta Braves,180,ATL
Willy Adames,26,MIL,NL,139,617,563,83,134,31,0,31,98,8,3,49,166,0.238,0.298,0.458,0.756,111,258,11,1,0,4,3,0.32737785,-6.0,0.32737785,-6.0,No,Milwaukee Brewers,37,MIL
Mike Brosseau,28,MIL,NL,69,160,141,15,36,5,0,6,23,2,0,14,48,0.255,0.344,0.418,0.762,116,59,0,5,0,0,0,0.340375,-4.0,0.340375,-4.0,No,Milwaukee Brewers,37,MIL
Lorenzo Cain,36,MIL,NL,43,156,145,17,26,5,0,1,9,2,2,8,36,0.179,0.231,0.234,0.465,33,34,4,2,0,1,0,0.212884615,0.0,0.212884615,0.0,No,Milwaukee Brewers,37,MIL
Victor Caratini#,28,MIL,NL,95,314,272,26,54,12,0,9,34,0,0,31,67,0.199,0.3,0.342,0.642,82,93,11,9,1,1,1,0.290673077,0.0,0.290673077,0.0,No,Milwaukee Brewers,37,MIL
Jonathan Davis,30,MIL,NL,37,91,76,9,17,1,0,0,4,7,1,14,26,0.224,0.344,0.237,0.581,70,18,1,0,1,0,0,0.279666667,1.0,0.279666667,1.0,No,Milwaukee Brewers,37,MIL
Mario Feliciano,23,MIL,NL,2,5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,91,1,0,0,0,0,0,0.316,0.0,0.316,0.0,No,Milwaukee Brewers,37,MIL
Keston Hiura,25,MIL,NL,80,266,234,34,53,8,1,14,32,5,2,23,111,0.226,0.316,0.449,0.765,114,105,3,8,0,1,0,0.336503759,-4.0,0.336503759,-4.0,No,Milwaukee Brewers,37,MIL
Alex Jackson,26,MIL,NL,5,12,12,0,3,0,0,0,0,0,0,0,7,0.25,0.25,0.25,0.5,43,3,0,0,0,0,0,0.2225,0.0,0.2225,0.0,No,Milwaukee Brewers,37,MIL
Mark Mathias,27,MIL,NL,6,17,16,2,2,0,0,1,4,1,0,0,4,0.125,0.118,0.313,0.43,17,5,0,0,0,1,0,0.175882353,0.0,0.175882353,0.0,No,Milwaukee Brewers,37,MIL
Andrew McCutchen,35,MIL,NL,134,580,515,66,122,25,0,17,69,8,6,57,124,0.237,0.316,0.384,0.7,98,198,10,4,0,4,1,0.311174439,5.0,0.311174439,5.0,Yes,Milwaukee Brewers,37,MIL
Garrett Mitchell*,23,MIL,NL,28,68,61,9,19,3,0,2,9,8,0,6,28,0.311,0.373,0.459,0.832,135,28,0,0,1,0,0,0.367313433,-5.0,0.367313433,-5.0,No,Milwaukee Brewers,37,MIL
Omar Narvaez*,30,MIL,NL,84,296,262,21,54,12,1,4,23,0,0,29,57,0.206,0.292,0.305,0.597,70,80,4,3,1,1,1,0.270986395,0.0,0.270986395,0.0,No,Milwaukee Brewers,37,MIL
Jace Peterson*,32,MIL,NL,112,328,288,44,68,14,2,8,34,12,1,33,85,0.236,0.316,0.382,0.698,98,110,8,2,2,3,2,0.308055556,-3.0,0.308055556,-3.0,No,Milwaukee Brewers,37,MIL
Hunter Renfroe,30,MIL,NL,125,522,474,62,121,23,1,29,72,1,1,39,121,0.255,0.315,0.492,0.807,125,233,11,4,2,3,1,0.349421965,1.0,0.349421965,1.0,No,Milwaukee Brewers,37,MIL
Pablo Reyes,28,MIL,NL,5,16,15,1,4,0,0,0,0,0,0,1,2,0.267,0.313,0.267,0.579,67,4,0,0,0,0,0,0.265625,0.0,0.265625,0.0,No,Milwaukee Brewers,37,MIL
Esteury Ruiz,23,MIL,NL,3,9,8,2,0,0,0,0,0,0,0,1,2,0.0,0.111,0.0,0.111,-64,0,0,0,0,0,0,0.076666667,0.705882353,0.076666667,0.705882353,No,Milwaukee Brewers,37,MIL
Pedro Severino,28,MIL,NL,8,21,18,0,4,2,0,0,1,0,0,3,7,0.222,0.333,0.333,0.667,91,6,0,0,0,0,0,0.304285714,0.0,0.304285714,0.0,No,Milwaukee Brewers,37,MIL
Tyrone Taylor,28,MIL,NL,120,405,373,49,87,21,3,17,51,3,2,22,102,0.233,0.286,0.442,0.729,103,165,11,7,0,3,0,0.317012346,6.0,0.317012346,6.0,No,Milwaukee Brewers,37,MIL
Rowdy Tellez*,27,MIL,NL,153,599,529,67,116,23,0,35,89,2,1,62,121,0.219,0.306,0.461,0.767,114,244,20,5,0,3,9,0.329661017,0.0,0.329661017,0.0,No,Milwaukee Brewers,37,MIL
Luis Urias,25,MIL,NL,119,472,406,54,97,17,1,16,47,1,2,50,99,0.239,0.335,0.404,0.739,109,164,9,11,0,5,0,0.329025424,0.0,0.329025424,0.0,No,Milwaukee Brewers,37,MIL
